OBJECTID,Inverter,Row,Table_,UPN,Drive_Time_MIN,Drive_Time_SEC,As_Built_Northing,Design_Northing,Top_of_P_in_Northing_Tolerance,As_Built_Easting,Design_Easting,Easting_In_Tolerance,As_Built_Top_Elev,Design_Elevation,Pile_Length,As_Built_Reveal_ft,Design_Min_Reveal_ft,Design_Max_Reveal_ft,Reveal_in_Spec,As_Built_Embed,Design_Min_Embed,Min_Embd_Met,Pile_Twist,Twist_in_Tol,East_deg_Lean,North_Deg_Lean,Remediation_Complete,Remediation_Type,N_Dy,E_Dx,Elv_Dz,GlobalID,CreationDate,Creator,EditDate,Editor,Letter,Color,Damper,Pile_Type,Table_Ready_for_Racking,Symbology,Tracker_Slope_Deg,Cumulative_Slope,Pile_Installed,Elevation_In_Tolerance,East_Deg_Lean_In_Spec,North_Deg_Lean_in_Spec,Remediation_Approved,Pull_Test_Passed,Is_Pull_Test_Needed,Remediation_Performed,Random_Pull_Test,Cumulative_Tracker_Slope_in_Spe,Date_Installed,Date_of_Pull_Test,Date_of_Random_Pull_Test,Date_Remediation_Completed,Date_Remediation_Approved,Display,Drive_Finished_At,Drive_Machine,Hammering_Status,Hammering_Flag,Design_Bottom_of_Pile,Remediation_Reccomendation,Symbology_S02,UFN,Num_Helicals_In_Frame,Helical_Oreintation,Helical_PIle_Position,Frame_Des_Northing,Frame_Des_Easting,Frame_Des_Elv,Helical_or_W_Section,Helical_Clocking,Pile_Size,Pile_Shape,Phots_Needed,Symbology_3
47197,28,0,0,500087,,,,365903.219,No,,2256741.815,No,,887.5843,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390838.628,27080901.78,,{821cc6e7-11e8-4314-a3fd-02e3a470fd12},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47198,28,0,0,500088,,,,365899.605,No,,2256732.899,No,,887.5843,18.5,,1.0,3.5,,,15.0,,,Yes,,,,,4390795.26,27080794.788000003,,{7159bf5d-909b-4627-aa81-fdd11041c76e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47199,28,0,0,500089,,,,365899.605,No,,2256741.815,No,,887.5843,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390795.26,27080901.78,,{e5e8023a-bcc2-4d3b-bb5d-7ad029b5f99a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47200,28,0,0,500090,,,,365899.605,No,,2256747.065,No,,887.5843,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390795.26,27080964.78,,{1694fbcf-55bf-4099-900d-3f986b8c7da6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47201,28,0,0,500091,,,,365899.605,No,,2256752.315,No,,887.5843,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390795.26,27081027.78,,{7125b1c1-9ea7-43ec-96f4-aa35951ea08c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47202,28,0,0,500092,,,,365899.605,No,,2256759.815,No,,887.5843,18.5,,1.0,3.5,,,15.0,,,Yes,,,,,4390795.26,27081117.78,,{24d1e01c-736b-48c9-b3b5-281c0240cc24},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47203,28,0,0,500093,,,,365899.605,No,,2256765.815,No,,887.5843,18.5,,1.0,3.5,,,15.0,,,Yes,,,,,4390795.26,27081189.78,,{662914b1-202e-434e-b7ff-18f0b2425eeb},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47204,28,0,0,500094,,,,365903.219,No,,2256765.815,No,,887.5843,18.5,,1.0,3.5,,,15.0,,,Yes,,,,,4390838.628,27081189.78,,{d3a4e150-ca6b-4da7-8cf1-33f49db6f1cd},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47205,28,0,0,500095,,,,365903.219,No,,2256759.815,No,,887.5843,18.5,,1.0,3.5,,,15.0,,,Yes,,,,,4390838.628,27081117.78,,{2e76c1f8-8f05-4b51-83fa-71f7aa94bcb8},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-12 06:00:00,,2026-02-12 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47206,28,0,0,500096,,,,365903.219,No,,2256752.315,No,,887.5843,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390838.628,27081027.78,,{2145a2c5-6cef-49fd-9b21-ff2f49c4e753},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47207,32,0,0,500097,,,,364499.568,No,,2257064.399,No,,885.9159,18.5,,,3.5,,,15.0,,0.0,Yes,,,,,4373994.816000001,27084772.788000003,,{2da47a9c-9988-485a-b73e-9c74d7011349},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47208,32,0,0,500098,,,,364499.568,No,,2257073.315,No,,885.9159,17.5,,,3.5,,,14.0,,0.0,Yes,,,,,4373994.816000001,27084879.78,,{1579a7c7-d05b-4531-8606-00f0f9208b96},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47209,32,0,0,500099,,,364499.541,364499.568,Yes,2257078.736,2257078.565,No,885.862,885.9159,17.5,885.862,,3.5,No,-868.362,14.0,No,-2.41,Yes,90.8467688161359,89.9807538539656,,,0.32400000002235174,-2.0520000010728836,,{1e34f055-0088-4a55-b45e-40edaed3cfe4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47210,32,0,0,500100,,,,364499.568,No,,2257083.815,No,,885.9159,17.5,,,3.5,,,14.0,,0.0,Yes,,,,,4373994.816000001,27085005.78,,{dc643193-6793-4865-af2e-b53f339c144a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47211,32,0,0,500101,,,,364499.568,No,,2257091.315,No,,885.9159,18.5,,,3.5,,,15.0,,0.0,Yes,,,,,4373994.816000001,27085095.78,,{adc302aa-20d1-46ad-a294-c0755411c595},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-12 06:00:00,,2026-02-12 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47212,32,0,0,500102,,,,364499.568,No,,2257097.315,No,,885.9159,18.5,,,3.5,,,15.0,,0.0,Yes,,,,,4373994.816000001,27085167.78,,{24d32314-f086-4782-bb23-b23572697f61},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47213,32,0,0,500103,,,,364503.182,No,,2257097.315,No,,885.9159,18.5,,,3.5,,,15.0,,0.0,Yes,,,,,4374038.183999999,27085167.78,,{3dd4387b-3cac-4ad2-97de-f5d8c38843e3},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47214,32,0,0,500104,,,,364503.182,No,,2257091.315,No,,885.9159,18.5,,,3.5,,,15.0,,0.0,Yes,,,,,4374038.183999999,27085095.78,,{9ec2a4dc-eb00-4802-8993-27c25807abbf},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47215,32,0,0,500105,,,364503.454,364503.182,No,2257084.024,2257083.815,No,888.668,885.9159,17.5,888.668,,3.5,No,-871.168,14.0,No,-0.83,Yes,94.2164099814805,94.6401457732249,,,-3.2640000006649643,-2.5080000031739473,,{b2f5a4fc-e8e5-4fa5-8660-a3f78451a2c6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,No,No,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47216,32,0,0,500106,,,364503.036,364503.182,Yes,2257078.547,2257078.565,Yes,888.754,885.9159,17.5,888.754,,3.5,No,-871.254,14.0,No,-0.92,Yes,89.3088396951826,89.8010207580684,,,1.751999999396503,0.2160000018775463,,{084a0afa-fb9f-4551-90d5-860f174a4e8a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47217,32,0,0,500107,,,,364503.182,No,,2257064.399,No,,885.9159,18.5,,,3.5,,,15.0,,0.0,Yes,,,,,4374038.183999999,27084772.788000003,,{bbc1df5a-55c0-405f-a71d-197e628e61fe},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47218,32,0,0,500108,,,,364503.182,No,,2257073.315,No,,885.9159,17.5,,,3.5,,,14.0,,0.0,Yes,,,,,4374038.183999999,27084879.78,,{52b9fca8-edee-4a12-bdc3-7e77159cc7e1},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47219,33,0,0,500109,,,,364503.182,No,,2257468.565,No,,884.8286,17.5,,,3.5,,,14.0,,,Yes,,,,,4374038.183999999,27089622.78,,{344193fb-c26f-4e7f-9e8c-89053866a0ca},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-12 06:00:00,,2026-02-12 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47220,33,0,0,500110,,,,364503.182,No,,2257463.315,No,,884.8286,17.5,,,3.5,,,14.0,,,Yes,,,,,4374038.183999999,27089559.78,,{f12d715c-4042-499c-be17-6deac49aaae5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47221,33,0,0,500111,,,,364503.182,No,,2257454.399,No,,884.8286,18.5,,,3.5,,,15.0,,,Yes,,,,,4374038.183999999,27089452.788000003,,{6b43e509-fd98-432a-9aba-907ad3c7beda},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47222,33,0,0,500112,,,,364503.182,No,,2257473.815,No,,884.8286,17.5,,,3.5,,,14.0,,,Yes,,,,,4374038.183999999,27089685.78,,{746e3c60-ce28-47dc-a430-4ff1cf61c2a3},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47223,33,0,0,500113,,,,364503.182,No,,2257481.315,No,,884.8286,18.5,,,3.5,,,15.0,,,Yes,,,,,4374038.183999999,27089775.78,,{902f35e8-af14-4ba5-b3e4-dc07a0b8d55a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47224,33,0,0,500114,,,,364503.182,No,,2257487.315,No,,884.8286,18.5,,,3.5,,,15.0,,,Yes,,,,,4374038.183999999,27089847.78,,{b11c21a5-4258-4097-a858-43d93c457e72},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47225,33,0,0,500115,,,,364499.568,No,,2257487.315,No,,884.8286,18.5,,,3.5,,,15.0,,,Yes,,,,,4373994.816000001,27089847.78,,{9d83ebdd-2d3c-484f-bba6-81c127324bee},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47226,33,0,0,500116,,,,364499.568,No,,2257454.399,No,,884.8286,18.5,,,3.5,,,15.0,,,Yes,,,,,4373994.816000001,27089452.788000003,,{cf7506b5-9e87-4e3a-be19-0c2be5757051},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47227,33,0,0,500117,,,,364499.568,No,,2257463.315,No,,884.8286,17.5,,,3.5,,,14.0,,,Yes,,,,,4373994.816000001,27089559.78,,{bb79ac84-da8a-4119-b720-c6e4b803dc26},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47228,33,0,0,500118,,,,364499.568,No,,2257468.565,No,,884.8286,17.5,,,3.5,,,14.0,,,Yes,,,,,4373994.816000001,27089622.78,,{01d1f50d-837e-494b-bfa8-4735f397b16c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47229,33,0,0,500119,,,,364499.568,No,,2257473.815,No,,884.8286,17.5,,,3.5,,,14.0,,,Yes,,,,,4373994.816000001,27089685.78,,{23aa67c2-90d0-47c0-96fe-f7cb439bd509},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0
47230,33,0,0,500120,,,,364499.568,No,,2257481.315,No,,884.8286,18.5,,,3.5,,,15.0,,,Yes,,,,,4373994.816000001,27089775.78,,{f4f1df2b-acde-45ca-bc79-ad6dd0ea5f87},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-12 06:00:00,,2026-02-12 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47231,1,0,0,500121,1.0,19.0,374002.522,374002.519,Yes,2265328.107,2265328.258,No,870.254,867.8637,16.5,870.254,,3.5,No,-853.754,13.0,No,-3.93,Yes,89.37280546990777,90.42300086977849,,,-0.036000000312924385,1.8120000008493662,,{d5bdc76d-5572-4aea-99cf-e2ba9cdc732d},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T10:54:39.692,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 866.75 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47232,1,0,0,500122,1.0,41.0,373998.891,373998.905,Yes,2265337.181,2265337.175,Yes,870.623,867.8637,17.5,870.623,,3.5,No,-853.123,14.0,No,0.2,Yes,90.5578198344989,90.08807953008613,,,0.16800000029616058,-0.07200000062584877,,{219e3636-7c0f-47bf-a11e-bb271acccc24},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T09:42:40.821,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 867.12 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47233,1,0,0,500123,1.0,37.0,373998.904,373998.905,Yes,2265342.326,2265342.425,No,870.873,867.8637,17.5,870.873,,3.5,No,-853.373,14.0,No,0.0,Yes,89.44699719997773,90.46569077232756,,,0.012000000569969416,1.1879999991506338,,{928b5418-0f39-4935-b9f7-7988dc2dccba},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T09:49:27.183,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 867.37 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47234,1,0,0,500124,3.0,48.0,373998.937,373998.905,Yes,2265347.333,2265347.675,No,871.009,867.8637,17.5,871.009,,3.5,No,-853.509,14.0,No,-1.74,Yes,87.773034883008,90.69347672832643,,,-0.38399999937973917,4.103999996557832,,{1cd95624-4159-47d8-b77a-e79bb40bdae7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,No,Yes,,,,,,Yes,,,,,,,2026-01-05T09:59:57.38,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Easting offset 4-1/8″; Embedment below minimum by 867.51 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47235,1,0,0,500125,2.0,18.0,373999.025,373998.905,Yes,2265355.154,2265355.175,Yes,871.35,867.8637,16.5,871.35,,3.5,No,-854.85,13.0,No,-1.81,Yes,90.51038413066605,91.48711049199892,,,-1.4399999999441206,0.25199999660253525,,{687b2b68-b6ca-4be4-a1e8-0c8c2c5f4aed},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T10:09:31.205,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 867.85 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47236,1,0,0,500126,1.0,31.0,373998.976,373998.905,Yes,2265361.179,2265361.175,Yes,871.583,867.8637,16.5,871.583,,3.5,No,-855.083,13.0,No,-4.6,Yes,90.56597333172726,90.78363200933812,,,-0.8519999999552965,-0.04800000227987766,,{7b650d80-72d9-4ae3-a186-d0c4d2afefb7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T09:22:22.75,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 868.08 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47237,1,0,0,500127,1.0,56.0,374002.586,374002.519,Yes,2265361.129,2265361.175,Yes,871.455,867.8637,16.5,871.455,,3.5,No,-854.955,13.0,No,-2.45,Yes,89.65913415481361,90.32604592418888,,,-0.8040000004693866,0.5519999954849482,,{8a9eaf6b-8d4c-4705-81f8-3e0e778a58fe},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T10:18:43.137,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 867.96 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47238,1,0,0,500128,1.0,14.0,374002.658,374002.519,Yes,2265355.067,2265355.175,No,871.234,867.8637,16.5,871.234,,3.5,No,-854.734,13.0,No,-3.12,Yes,89.7067044837044,91.46617027812276,,,-1.6680000002961606,1.296000000089407,,{8882f8d2-16da-4882-b589-e52f63d09871},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T10:27:22.799,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 867.73 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47239,1,0,0,500129,1.0,34.0,374002.588,374002.519,Yes,2265347.655,2265347.675,Yes,871.047,867.8637,17.5,871.047,,3.5,No,-853.547,14.0,No,-4.37,Yes,90.72847850809923,90.77132515207327,,,-0.8280000002123415,0.24000000022351742,,{74d63d09-cbd2-44ed-9cc8-1035171657db},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T10:34:59.09,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 867.55 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47240,1,0,0,500130,1.0,32.0,374002.583,374002.519,Yes,2265342.367,2265342.425,Yes,870.782,867.8637,17.5,870.782,,3.5,No,-853.282,14.0,No,-0.44,Yes,89.49078225879444,90.9747198800698,,,-0.7680000001564622,0.6959999967366457,,{7e255185-cff8-4b10-9419-1413b1817bd4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T10:42:17.707,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 867.28 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47241,1,0,0,500131,1.0,59.0,374002.623,374002.519,Yes,2265337.041,2265337.175,No,870.591,867.8637,17.5,870.591,,3.5,No,-853.091,14.0,No,0.11,Yes,88.9244859282314,91.33355325955245,,,-1.248000000603497,1.6079999953508377,,{3a2845a4-8be3-4df0-8194-7dee9538d0cf},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T10:48:59.608,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 867.09 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47242,1,0,0,500132,1.0,8.0,373998.871,373998.905,Yes,2265328.213,2265328.258,Yes,870.295,867.8637,16.5,870.295,,3.5,No,-853.795,13.0,No,-3.85,Yes,89.85289947365253,90.0441302445978,,,0.408000000519678,0.5399999991059303,,{fa644579-913d-41c0-b1cc-66d00cd357f6},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,3.0,,,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,,2026-01-05T09:31:29.679,Doyle-2500-007_-_Machine_8,COMPLETED,OTHER,,"Field verify – Embedment below minimum by 866.79 ft – if remediation not possible, Remove & CIP",,,,,,,,,,,,,,0
47243,12,0,0,500133,,,,367309.911,No,,2260960.378,No,,897.2987,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407718.932,27131524.536,,{6124d810-51f8-4d61-9e72-78c889d5e322},2025-12-16 16:14:51,HNemerov_westwood,2026-02-25 15:05:47,Boldtpersonnel_boldt,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-25 06:00:00,,2026-02-25 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47244,12,0,0,500134,,,,367309.911,No,,2260951.461,No,,897.2987,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407718.932,27131417.532,,{818a2de3-f60e-49b6-9fc0-328a79687f4e},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47245,12,0,0,500135,,,,367309.911,No,,2260946.211,No,,897.2987,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407718.932,27131354.532,,{ee6ccede-0cc6-4f27-9af6-8671a6784487},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47246,12,0,0,500136,,,,367309.911,No,,2260933.461,No,,897.2987,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407718.932,27131201.532,,{fb85064a-ce6f-4800-8e9e-a4342f08c56c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47247,12,0,0,500137,,,,367309.911,No,,2260927.461,No,,897.2987,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407718.932,27131129.532,,{bb776180-edb4-4aed-a672-67e56ab732dd},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47248,12,0,0,500138,,,,367306.296,No,,2260927.461,No,,897.2987,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407675.551999999,27131129.532,,{f20727fb-0621-4e39-be8d-678daa45c853},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
